,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,source,Iteration
49,CI-8461,464298,Closed,nsanchezruiz,11/Apr/23 5:11 PM,20/Apr/23 12:00 AM,23/May/23 1:32 PM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
50,CI-8460,464251,Communicate,mmaciejczyk,11/Apr/23 2:50 PM,18/Apr/23 12:00 AM,10/May/23 11:15 AM,Burda,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
51,CI-8454,463949,Closed,nsanchezruiz,10/Apr/23 12:30 PM,17/Apr/23 12:00 AM,08/May/23 1:44 PM,CEPSA,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
52,CI-8438,463546,Closed,mmaciejczyk,06/Apr/23 12:21 PM,13/Apr/23 12:00 AM,22/May/23 4:16 PM,Rewe Group,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
53,CI-8433,463279,Communicate,mmaciejczyk,05/Apr/23 5:12 PM,12/Apr/23 12:00 AM,,Traton SE,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
54,CI-8430,463090,Closed,nsanchezruiz,05/Apr/23 12:18 PM,12/Apr/23 12:00 AM,24/May/23 10:15 AM,VW,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
55,CI-8428,462963,Closed,kgostynska,05/Apr/23 9:19 AM,12/Apr/23 12:00 AM,19/May/23 7:26 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
56,CI-8421,462572,Explain,askarja,03/Apr/23 9:14 PM,12/Apr/23 12:00 AM,,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
57,CI-8420,462507,Closed,mmaciejczyk,03/Apr/23 3:46 PM,10/Apr/23 12:00 AM,05/Jun/23 3:46 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
58,CI-8417,462361,Closed,kgostynska,03/Apr/23 10:14 AM,12/Apr/23 12:00 AM,08/May/23 8:48 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
59,CI-8399,462015,Closed,kgostynska,31/Mar/23 10:19 AM,07/Apr/23 12:00 AM,08/May/23 8:46 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
60,CI-8398,461872,Closed,ssanz,30/Mar/23 4:52 PM,10/Apr/23 12:00 AM,18/May/23 12:20 PM,Vaillant,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
61,CI-8368,459754,Closed,ssanz,24/Mar/23 2:27 PM,31/Mar/23 12:00 AM,18/May/23 11:44 AM,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
62,CI-8367,459734,Closed,kgostynska,24/Mar/23 1:42 PM,31/Mar/23 12:00 AM,06/Jun/23 1:52 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
63,CI-8361,459339,Closed,lsada,23/Mar/23 2:57 PM,06/Apr/23 12:00 AM,12/Jun/23 10:49 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
64,CI-8347,458433,Closed,askarja,21/Mar/23 7:58 PM,29/Mar/23 12:00 AM,13/Jun/23 5:27 PM,Deutschlandradio,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
65,CI-8339,457228,Closed,ssanz,17/Mar/23 4:51 PM,24/Mar/23 12:00 AM,19/May/23 8:37 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
66,CI-8323,456691,Closed,pthuaud,16/Mar/23 12:11 PM,21/Mar/23 12:00 AM,16/May/23 1:19 PM,Amadeus,Project,DataSets\in_progress_PI7.2.csv,PI7.2
67,CI-8303,455701,Closed,kgostynska,14/Mar/23 9:47 AM,21/Mar/23 12:00 AM,08/May/23 8:18 AM,LKW Walter,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
68,CI-8302,455636,Closed,yutaka.yasumi,14/Mar/23 7:30 AM,21/Mar/23 12:00 AM,15/May/23 10:59 AM,Vaillant,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
69,CI-8294,454905,Communicate,mmaciejczyk,10/Mar/23 11:19 AM,17/Mar/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
70,CI-8286,454791,Closed,yutaka.yasumi,10/Mar/23 1:33 AM,17/Mar/23 12:00 AM,15/May/23 5:50 AM,Continental,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
71,CI-8270,453483,Closed,ssanz,06/Mar/23 1:40 PM,13/Mar/23 12:00 AM,08/May/23 11:49 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
72,CI-8269,453481,Closed,ssanz,06/Mar/23 1:36 PM,13/Mar/23 12:00 AM,08/May/23 11:48 AM,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
73,CI-8238,452000,Closed,nsanchezruiz,28/Feb/23 1:28 PM,31/Mar/23 12:00 AM,12/Jun/23 2:50 PM,Fiege,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
74,CI-8219,450562,Communicate,kgostynska,22/Feb/23 1:28 PM,01/Mar/23 12:00 AM,,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.2.csv,PI7.2
75,CI-8177,448686,Verify,ssanz,15/Feb/23 4:35 PM,22/Feb/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
76,CI-8164,448243,Communicate,achattopadhyay,14/Feb/23 1:51 PM,21/Feb/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
77,CI-8093,445763,Closed,alejandro.ruizrobles,02/Feb/23 8:59 AM,09/Feb/23 12:00 AM,08/Jun/23 3:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.2.csv,PI7.2
78,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
79,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
80,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI7.2.csv,PI7.2
0,CI-8684,474658,Closed,yutaka.yasumi,26/May/23 10:18 AM,31/May/23 12:00 AM,02/Jun/23 6:40 AM,Continental,Incident Request (IR),DataSets\in_progress_PI7.3.csv,PI7.3
1,CI-8682,474597,Import in Production,yutaka.yasumi,26/May/23 3:31 AM,09/Jun/23 12:00 AM,,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
2,CI-8681,474595,Closed,yutaka.yasumi,26/May/23 3:12 AM,02/Jun/23 12:00 AM,16/Jun/23 11:19 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
3,CI-8680,474435,Closed,alejandro.ruizrobles,25/May/23 10:38 AM,02/Jun/23 12:00 AM,14/Jun/23 8:36 AM,LKW Walter,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
4,CI-8679,474387,Configure,lsada,25/May/23 9:19 AM,01/Jun/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
5,CI-8673,474083,Closed,wkatthan,23/May/23 3:51 PM,30/May/23 12:00 AM,02/Jun/23 5:29 PM,Continental,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
6,CI-8672,474081,Import in Production,ssanz,23/May/23 3:45 PM,30/May/23 12:00 AM,,Porsche,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
7,CI-8666,473794,Closed,ssanz,23/May/23 8:16 AM,30/May/23 12:00 AM,14/Jun/23 12:47 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
8,CI-8659,473378,Communicate,mmaciejczyk,19/May/23 12:33 PM,26/May/23 12:00 AM,,Rehau,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
9,CI-8658,473305,Closed,yutaka.yasumi,19/May/23 9:06 AM,26/May/23 12:00 AM,15/Jun/23 8:39 AM,Grupo Red Electrica,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
10,CI-8656,473066,Closed,askarja,18/May/23 9:56 AM,26/May/23 12:00 AM,13/Jun/23 5:28 PM,TeamBank AG,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
11,CI-8647,472816,Closed,nsanchezruiz,17/May/23 1:15 PM,29/May/23 12:00 AM,05/Jun/23 12:39 PM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
12,CI-8641,472614,Closed,mmaciejczyk,16/May/23 4:14 PM,23/May/23 12:00 AM,29/Jun/23 5:16 PM,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
13,CI-8637,472264,Closed,yutaka.yasumi,16/May/23 5:04 AM,18/May/23 12:00 AM,02/Jun/23 2:03 PM,Amadeus,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
14,CI-8636,472259,Verify,yutaka.yasumi,16/May/23 12:56 AM,26/May/23 12:00 AM,,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
15,CI-8632,471970,Configure,yutaka.yasumi,15/May/23 2:03 AM,19/May/23 12:00 AM,,Hugo Boss,Incident Request (IR),DataSets\in_progress_PI7.3.csv,PI7.3
16,CI-8631,471896,Closed,alejandro.ruizrobles,12/May/23 5:51 PM,26/May/23 12:00 AM,19/Jun/23 12:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.3.csv,PI7.3
17,CI-8629,471820,Clarify,ssanz,12/May/23 2:33 PM,19/May/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
18,CI-8620,471645,Closed,alejandro.ruizrobles,12/May/23 9:33 AM,19/May/23 12:00 AM,30/May/23 4:19 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.3.csv,PI7.3
19,CI-8619,471620,Closed,ssanz,12/May/23 8:55 AM,17/May/23 12:00 AM,23/Jun/23 6:04 PM,Porsche,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
20,CI-8607,471146,Verify,mmaciejczyk,10/May/23 5:01 PM,17/May/23 12:00 AM,,Lufthansa City Center,Incident Request (IR),DataSets\in_progress_PI7.3.csv,PI7.3
21,CI-8602,470838,Closed,yutaka.yasumi,10/May/23 7:41 AM,17/May/23 12:00 AM,15/Jun/23 4:33 AM,Porsche,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
22,CI-8601,470827,Closed,yutaka.yasumi,10/May/23 2:08 AM,12/May/23 12:00 AM,29/May/23 3:25 AM,Continental,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
23,CI-8600,470619,Communicate,kgostynska,09/May/23 2:19 PM,16/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
24,CI-8599,470611,Communicate,kgostynska,09/May/23 2:05 PM,16/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
25,CI-8595,470438,Closed,kgostynska,09/May/23 9:36 AM,16/May/23 12:00 AM,06/Jun/23 7:32 AM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
26,CI-8594,470413,Communicate,askarja,09/May/23 9:01 AM,16/May/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
27,CI-8593,470369,Closed,askarja,08/May/23 6:17 PM,15/May/23 12:00 AM,13/Jun/23 5:27 PM,msg systems,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
28,CI-8592,470329,Closed,askarja,08/May/23 3:47 PM,15/May/23 12:00 AM,05/Jun/23 5:47 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
29,CI-8591,470324,Closed,yutaka.yasumi,08/May/23 3:20 PM,12/May/23 12:00 AM,29/May/23 3:26 AM,CEPSA,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
30,CI-8589,470309,Closed,askarja,08/May/23 2:38 PM,15/May/23 12:00 AM,05/Jun/23 5:48 PM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
31,CI-8588,470146,Closed,ssanz,07/May/23 8:08 PM,12/May/23 12:00 AM,06/Jun/23 1:54 PM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
32,CI-8576,468697,Closed,kgostynska,28/Apr/23 9:19 AM,05/May/23 12:00 AM,13/Jun/23 7:25 AM,Vaillant,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
33,CI-8567,468092,Import to Test,mmaciejczyk,26/Apr/23 1:16 PM,03/May/23 12:00 AM,,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
34,CI-8566,468082,Closed,ssanz,26/Apr/23 12:49 PM,05/May/23 12:00 AM,06/Jun/23 1:57 PM,Orange,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
35,CI-8562,467852,Configure,nsanchezruiz,25/Apr/23 4:05 PM,08/May/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
36,CI-8561,467833,Closed,nsanchezruiz,25/Apr/23 3:24 PM,31/May/23 12:00 AM,31/May/23 3:18 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
37,CI-8556,467320,Closed,yutaka.yasumi,24/Apr/23 10:17 AM,16/May/23 12:00 AM,05/Jun/23 1:21 AM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
38,CI-8553,467146,Closed,ssanz,22/Apr/23 2:17 PM,29/Apr/23 12:00 AM,30/May/23 4:53 PM,Allianz,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
39,CI-8544,466548,Verify,askarja,20/Apr/23 10:01 AM,27/Apr/23 12:00 AM,,Rheinmetall,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
40,CI-8536,466057,Closed,askarja,19/Apr/23 12:35 AM,27/Apr/23 12:00 AM,05/Jun/23 10:04 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
41,CI-8519,465776,Closed,askarja,18/Apr/23 12:35 PM,25/Apr/23 12:00 AM,05/Jun/23 5:46 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
42,CI-8513,465535,Closed,yutaka.yasumi,18/Apr/23 7:25 AM,25/Apr/23 12:00 AM,02/Jun/23 2:02 PM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
43,CI-8508,465493,Communicate,yutaka.yasumi,18/Apr/23 2:16 AM,02/May/23 12:00 AM,,Endress Hauser,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
44,CI-8499,465411,Verify,nsanchezruiz,17/Apr/23 1:53 PM,24/Apr/23 12:00 AM,,Porsche,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
45,CI-8464,464340,Closed,askarja,11/Apr/23 11:13 PM,18/Apr/23 12:00 AM,29/Jun/23 4:44 PM,VW,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
46,CI-8433,463279,Communicate,mmaciejczyk,05/Apr/23 5:12 PM,12/Apr/23 12:00 AM,,Traton SE,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
47,CI-8421,462572,Explain,askarja,03/Apr/23 9:14 PM,12/Apr/23 12:00 AM,,Holtzbrink,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
48,CI-8420,462507,Closed,mmaciejczyk,03/Apr/23 3:46 PM,10/Apr/23 12:00 AM,05/Jun/23 3:46 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
49,CI-8367,459734,Closed,kgostynska,24/Mar/23 1:42 PM,31/Mar/23 12:00 AM,06/Jun/23 1:52 PM,OBB,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
50,CI-8361,459339,Closed,lsada,23/Mar/23 2:57 PM,06/Apr/23 12:00 AM,12/Jun/23 10:49 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
51,CI-8347,458433,Closed,askarja,21/Mar/23 7:58 PM,29/Mar/23 12:00 AM,13/Jun/23 5:27 PM,Deutschlandradio,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
52,CI-8294,454905,Communicate,mmaciejczyk,10/Mar/23 11:19 AM,17/Mar/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
53,CI-8238,452000,Closed,nsanchezruiz,28/Feb/23 1:28 PM,31/Mar/23 12:00 AM,12/Jun/23 2:50 PM,Fiege,Incident Request (IR),DataSets\in_progress_PI7.3.csv,PI7.3
54,CI-8219,450562,Communicate,kgostynska,22/Feb/23 1:28 PM,01/Mar/23 12:00 AM,,Amadeus,Incident Request (IR),DataSets\in_progress_PI7.3.csv,PI7.3
55,CI-8177,448686,Verify,ssanz,15/Feb/23 4:35 PM,22/Feb/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
56,CI-8164,448243,Communicate,achattopadhyay,14/Feb/23 1:51 PM,21/Feb/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
57,CI-8093,445763,Closed,alejandro.ruizrobles,02/Feb/23 8:59 AM,09/Feb/23 12:00 AM,08/Jun/23 3:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI7.3.csv,PI7.3
58,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
59,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
60,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI7.3.csv,PI7.3
